shrid2,road_award_date_new,road_award_date_upg,road_comp_date_new,road_comp_date_upg,road_comp_date_stip_new,road_comp_date_stip_upg,road_sanc_year_new,road_sanc_year_upg,road_length_new,road_length_upg,road_cost_new,road_cost_upg,road_cost_sanc_new,road_cost_sanc_upg,road_cost_state_new,road_cost_state_upg,road_name_new,road_name_upg
11-02-023-00086-007278,,,,,,,,,,,,,,,,,,
11-02-023-00086-007279,,,,,,,,,,,,,,,,,,
11-02-023-00086-007280,,,,,,,,,,,,,,,,,,
11-02-023-00086-007282,,,,,,,,,,,,,,,,,,
11-02-023-00086-007283,,,,,,,,,,,,,,,,,,
11-02-023-00086-007284,,,,,,,,,,,,,,,,,,
11-02-023-00086-007285,,,,,,,,,,,,,,,,,,
11-02-023-00086-007286,,,,,,,,,,,,,,,,,,
11-02-023-00086-007287,,,,,,,,,,,,,,,,,,
11-02-023-00086-007288,,,,,,,,,,,,,,,,,,
11-02-023-00086-007289,,,,,,,,,,,,,,,,,,
11-02-023-00086-007290,,,,,,,,,,,,,,,,,,
11-02-023-00086-007291,,,,,,,,,,,,,,,,,,
11-02-023-00086-007292,,,,,,,,,,,,,,,,,,
11-02-023-00086-007293,,,,,,,,,,,,,,,,,,
11-02-023-00086-007294,,,,,,,,,,,,,,,,,,
11-02-023-00086-007295,,,,,,,,,,,,,,,,,,
11-02-023-00086-007296,,,,,,,,,,,,,,,,,,
11-02-023-00086-007297,,,,,,,,,,,,,,,,,,
11-02-023-00086-007298,,,,,,,,,,,,,,,,,,
11-02-023-00086-007299,,,,,,,,,,,,,,,,,,
11-02-023-00086-007300,,,,,,,,,,,,,,,,,,
11-02-023-00086-007301,,,,,,,,,,,,,,,,,,
11-02-023-00086-007302,,,,,,,,,,,,,,,,,,
11-02-023-00086-007303,,,,,,,,,,,,,,,,,,
11-02-023-00086-007304,,,,,,,,,,,,,,,,,,
11-02-023-00086-007305,,,,,,,,,,,,,,,,,,
11-02-023-00086-007306,,,,,,,,,,,,,,,,,,
11-02-023-00086-007307,,,,,,,,,,,,,,,,,,
11-02-023-00086-007308,,,,,,,,,,,,,,,,,,
11-02-023-00086-007309,,,,,,,,,,,,,,,,,,
11-02-023-00086-007310,,,,,,,,,,,,,,,,,,
11-02-023-00086-007311,,,,,,,,,,,,,,,,,,
11-02-023-00086-007312,,,,,,,,,,,,,,,,,,
11-02-023-00086-007313,,,,,,,,,,,,,,,,,,
11-02-023-00086-007314,,,,,,,,,,,,,,,,,,
11-02-023-00086-007315,,,,,,,,,,,,,,,,,,
11-02-023-00086-007316,,,,,,,,,,,,,,,,,,
11-02-023-00086-007317,,,,,,,,,,,,,,,,,,
11-02-023-00086-007318,,,,,,,,,,,,,,,,,,
11-02-023-00086-007319,,,,,,,,,,,,,,,,,,
11-02-023-00086-007320,,,,,,,,,,,,,,,,,,
11-02-023-00086-007321,,,,,,,,,,,,,,,,,,
11-02-023-00086-007322,,,,,,,,,,,,,,,,,,
11-02-023-00086-007323,,,,,,,,,,,,,,,,,,
11-02-023-00086-007324,,,,,,,,,,,,,,,,,,
11-02-023-00086-007325,,,,,,,,,,,,,,,,,,
11-02-023-00086-007326,,,,,,,,,,,,,,,,,,
11-02-023-00086-007327,,,,,,,,,,,,,,,,,,
11-02-023-00086-007328,,,,,,,,,,,,,,,,,,
11-02-023-00086-007329,,,,,,,,,,,,,,,,,,
11-02-023-00086-007330,,,,,,,,,,,,,,,,,,
11-02-023-00086-007332,,,,,,,,,,,,,,,,,,
11-02-023-00086-007333,,,,,,,,,,,,,,,,,,
11-02-023-00086-007334,,,,,,,,,,,,,,,,,,
11-02-023-00086-007335,,,,,,,,,,,,,,,,,,
11-02-023-00086-007336,,,,,,,,,,,,,,,,,,
11-02-023-00086-007337,,,,,,,,,,,,,,,,,,
11-02-023-00086-007338,,,,,,,,,,,,,,,,,,
11-02-023-00086-007339,,,,,,,,,,,,,,,,,,
11-02-023-00086-007340,,,,,,,,,,,,,,,,,,
11-02-023-00086-007341,,,,,,,,,,,,,,,,,,
11-02-023-00086-007342,,,,,,,,,,,,,,,,,,
11-02-023-00086-007343,,,,,,,,,,,,,,,,,,
11-02-023-00086-007344,,,,,,,,,,,,,,,,,,
11-02-023-00086-007345,,,,,,,,,,,,,,,,,,
11-02-023-00086-007346,,,,,,,,,,,,,,,,,,
11-02-023-00086-007347,,,,,,,,,,,,,,,,,,
11-02-023-00086-007348,,,,,,,,,,,,,,,,,,
11-02-023-00087-007349,,,,,,,,,,,,,,,,,,
11-02-023-00087-007350,,,,,,,,,,,,,,,,,,
11-02-023-00087-007351,,,,,,,,,,,,,,,,,,
11-02-023-00087-007352,,,,,,,,,,,,,,,,,,
11-02-023-00087-007353,,,,,,,,,,,,,,,,,,
11-02-023-00087-007354,,,,,,,,,,,,,,,,,,
11-02-023-00087-007355,,,,,,,,,,,,,,,,,,
11-02-023-00087-007356,,,,,,,,,,,,,,,,,,
11-02-023-00087-007357,,,,,,,,,,,,,,,,,,
11-02-023-00087-007358,,,,,,,,,,,,,,,,,,
11-02-023-00087-007359,,,,,,,,,,,,,,,,,,
11-02-023-00087-007360,,,,,,,,,,,,,,,,,,
11-02-023-00087-007361,,,,,,,,,,,,,,,,,,
11-02-023-00087-007362,,,,,,,,,,,,,,,,,,
11-02-023-00087-007363,,,,,,,,,,,,,,,,,,
11-02-023-00087-007364,,,,,,,,,,,,,,,,,,
11-02-023-00087-007365,,,,,,,,,,,,,,,,,,
11-02-023-00087-007366,,,,,,,,,,,,,,,,,,
11-02-023-00087-007367,,,,,,,,,,,,,,,,,,
11-02-023-00087-007368,,,,,,,,,,,,,,,,,,
11-02-023-00087-007369,,,,,,,,,,,,,,,,,,
11-02-023-00087-007370,,,,,,,,,,,,,,,,,,
11-02-023-00087-007371,,,,,,,,,,,,,,,,,,
11-02-023-00087-007372,,,,,,,,,,,,,,,,,,
11-02-023-00087-007373,,,,,,,,,,,,,,,,,,
11-02-023-00087-007374,,,,,,,,,,,,,,,,,,
11-02-023-00087-007375,,,,,,,,,,,,,,,,,,
11-02-023-00087-007376,,,,,,,,,,,,,,,,,,
11-02-023-00087-007377,,,,,,,,,,,,,,,,,,
11-02-023-00087-007378,,,,,,,,,,,,,,,,,,
11-02-023-00087-007379,,,,,,,,,,,,,,,,,,
11-02-023-00087-007381,,,,,,,,,,,,,,,,,,
11-02-023-00087-007382,,,,,,,,,,,,,,,,,,
11-02-023-00087-007383,,,,,,,,,,,,,,,,,,
11-02-023-00087-007384,,,,,,,,,,,,,,,,,,
11-02-023-00087-007385,,,,,,,,,,,,,,,,,,
11-02-023-00087-007386,,,,,,,,,,,,,,,,,,
11-02-023-00087-007387,,,,,,,,,,,,,,,,,,
11-02-023-00087-007388,,,,,,,,,,,,,,,,,,
11-02-023-00087-007389,,,,,,,,,,,,,,,,,,
11-02-023-00087-007390,,,,,,,,,,,,,,,,,,
11-02-023-00087-007391,,,,,,,,,,,,,,,,,,
11-02-023-00087-007392,,,,,,,,,,,,,,,,,,
11-02-023-00087-007393,,,,,,,,,,,,,,,,,,
11-02-023-00087-007394,,,,,,,,,,,,,,,,,,
11-02-023-00087-007395,,,,,,,,,,,,,,,,,,
11-02-023-00087-007396,,,,,,,,,,,,,,,,,,
11-02-023-00087-007397,,,,,,,,,,,,,,,,,,
11-02-023-00087-007399,,,,,,,,,,,,,,,,,,
11-02-023-00087-007400,,,,,,,,,,,,,,,,,,
11-02-023-00087-007401,,,,,,,,,,,,,,,,,,
11-02-023-00087-007402,,,,,,,,,,,,,,,,,,
11-02-023-00087-007403,,,,,,,,,,,,,,,,,,
11-02-023-00087-007404,,,,,,,,,,,,,,,,,,
11-02-023-00087-007405,,,,,,,,,,,,,,,,,,
11-02-023-00087-007406,,,,,,,,,,,,,,,,,,
11-02-023-00087-007407,,,,,,,,,,,,,,,,,,
11-02-023-00087-007408,,,,,,,,,,,,,,,,,,
11-02-023-00087-007409,,,,,,,,,,,,,,,,,,
11-02-023-00087-007410,,,,,,,,,,,,,,,,,,
11-02-023-00087-007411,,,,,,,,,,,,,,,,,,
11-02-023-00087-007412,,,,,,,,,,,,,,,,,,
11-02-023-00087-007413,,,,,,,,,,,,,,,,,,
11-02-023-00087-007414,,,,,,,,,,,,,,,,,,
11-02-023-00087-007416,,,,,,,,,,,,,,,,,,
11-02-023-00087-007417,,,,,,,,,,,,,,,,,,
11-02-023-00087-007418,,,,,,,,,,,,,,,,,,
11-02-023-00087-007419,,,,,,,,,,,,,,,,,,
11-02-023-00087-007420,,,,,,,,,,,,,,,,,,
11-02-023-00087-007421,,,,,,,,,,,,,,,,,,
11-02-023-00087-007422,,,,,,,,,,,,,,,,,,
11-02-023-00087-007423,,,,,,,,,,,,,,,,,,
11-02-023-00087-007424,,,,,,,,,,,,,,,,,,
11-02-023-00087-007425,,,,,,,,,,,,,,,,,,
11-02-023-00087-007426,,,,,,,,,,,,,,,,,,
11-02-023-00087-007427,,,,,,,,,,,,,,,,,,
11-02-023-00087-007428,,,,,,,,,,,,,,,,,,
11-02-023-00087-007429,,,,,,,,,,,,,,,,,,
11-02-023-00087-007430,,,,,,,,,,,,,,,,,,
11-02-023-00087-007431,,,,,,,,,,,,,,,,,,
11-02-023-00087-007432,,,,,,,,,,,,,,,,,,
11-02-023-00087-007434,,,,,,,,,,,,,,,,,,
11-02-023-00087-007435,,,,,,,,,,,,,,,,,,
11-02-023-00087-007436,,,,,,,,,,,,,,,,,,
11-02-023-00087-007437,,,,,,,,,,,,,,,,,,
11-02-023-00087-007438,,,,,,,,,,,,,,,,,,
11-02-023-00087-007439,,,,,,,,,,,,,,,,,,
11-02-023-00087-007440,,,,,,,,,,,,,,,,,,
11-02-023-00087-007441,,,,,,,,,,,,,,,,,,
11-02-023-00087-007442,,,,,,,,,,,,,,,,,,
11-02-023-00087-007443,,,,,,,,,,,,,,,,,,
11-02-023-00087-007444,,,,,,,,,,,,,,,,,,
11-02-023-00087-007445,,,,,,,,,,,,,,,,,,
11-02-023-00087-007446,,,,,,,,,,,,,,,,,,
11-02-023-00087-007448,,,,,,,,,,,,,,,,,,
11-02-023-00087-007449,,,,,,,,,,,,,,,,,,
11-02-023-00087-007450,,,,,,,,,,,,,,,,,,
11-02-023-00087-007451,,,,,,,,,,,,,,,,,,
11-02-023-00087-007452,,,,,,,,,,,,,,,,,,
11-02-023-00087-007453,,,,,,,,,,,,,,,,,,
11-02-023-00087-007454,,,,,,,,,,,,,,,,,,
11-02-023-00087-007455,,,,,,,,,,,,,,,,,,
11-02-023-00087-007456,,,,,,,,,,,,,,,,,,
11-02-023-00087-007457,,,,,,,,,,,,,,,,,,
11-02-023-00087-007458,,,,,,,,,,,,,,,,,,
11-02-023-00087-007459,,,,,,,,,,,,,,,,,,
11-02-023-00087-007460,,,,,,,,,,,,,,,,,,
11-02-023-00087-007461,,,,,,,,,,,,,,,,,,
11-02-023-00087-007462,,,,,,,,,,,,,,,,,,
11-02-023-00087-007463,,,,,,,,,,,,,,,,,,
11-02-023-00087-007464,,,,,,,,,,,,,,,,,,
11-02-023-00087-007465,,,,,,,,,,,,,,,,,,
11-02-023-00087-007466,,,,,,,,,,,,,,,,,,
11-02-023-00087-007467,,,,,,,,,,,,,,,,,,
11-02-023-00087-007468,,,,,,,,,,,,,,,,,,
11-02-023-00087-007469,,,,,,,,,,,,,,,,,,
11-02-023-00087-007470,,,,,,,,,,,,,,,,,,
11-02-023-00087-007471,,,,,,,,,,,,,,,,,,
11-02-023-00087-007472,,,,,,,,,,,,,,,,,,
11-02-023-00087-007473,,,,,,,,,,,,,,,,,,
11-02-023-00087-007474,,,,,,,,,,,,,,,,,,
11-02-023-00088-007475,,,,,,,,,,,,,,,,,,
11-02-023-00088-007476,,,,,,,,,,,,,,,,,,
11-02-023-00088-007477,,,,,,,,,,,,,,,,,,
11-02-023-00088-007478,,,,,,,,,,,,,,,,,,
11-02-023-00088-007479,,,,,,,,,,,,,,,,,,
11-02-023-00088-007481,,,,,,,,,,,,,,,,,,
11-02-023-00088-007482,,,,,,,,,,,,,,,,,,
11-02-023-00088-007483,,,,,,,,,,,,,,,,,,
11-02-023-00088-007484,,,,,,,,,,,,,,,,,,
11-02-023-00088-007485,,,,,,,,,,,,,,,,,,
11-02-023-00088-007487,,,,,,,,,,,,,,,,,,
11-02-023-00088-007488,,,,,,,,,,,,,,,,,,
11-02-023-00088-007489,,,,,,,,,,,,,,,,,,
11-02-023-00088-007490,,,,,,,,,,,,,,,,,,
11-02-023-00088-007491,,,,,,,,,,,,,,,,,,
11-02-023-00088-007492,,,,,,,,,,,,,,,,,,
11-02-023-00088-007493,,,,,,,,,,,,,,,,,,
11-02-023-00088-007494,,,,,,,,,,,,,,,,,,
11-02-023-00088-007495,,,,,,,,,,,,,,,,,,
11-02-023-00088-007496,,,,,,,,,,,,,,,,,,
11-02-023-00088-007497,,,,,,,,,,,,,,,,,,
11-02-023-00088-007498,,,,,,,,,,,,,,,,,,
11-02-023-00088-007499,,,,,,,,,,,,,,,,,,
11-02-023-00088-007500,,,,,,,,,,,,,,,,,,
11-02-023-00088-007501,,,,,,,,,,,,,,,,,,
11-02-023-00088-007502,,,,,,,,,,,,,,,,,,
11-02-023-00088-007503,,,,,,,,,,,,,,,,,,
11-02-023-00088-007504,,,,,,,,,,,,,,,,,,
11-02-023-00088-007506,,,,,,,,,,,,,,,,,,
11-02-023-00088-007507,,,,,,,,,,,,,,,,,,
11-02-023-00088-007508,,,,,,,,,,,,,,,,,,
11-02-023-00088-007509,,,,,,,,,,,,,,,,,,
11-02-023-00088-007510,,,,,,,,,,,,,,,,,,
11-02-023-00088-007511,,,,,,,,,,,,,,,,,,
11-02-023-00088-007512,,,,,,,,,,,,,,,,,,
11-02-023-00088-007513,,,,,,,,,,,,,,,,,,
11-02-023-00088-007514,,,,,,,,,,,,,,,,,,
11-02-023-00088-007515,,,,,,,,,,,,,,,,,,
11-02-023-00088-007516,,,,,,,,,,,,,,,,,,
11-02-023-00088-007517,,,,,,,,,,,,,,,,,,
11-02-023-00088-007518,,,,,,,,,,,,,,,,,,
11-02-023-00088-007519,,,,,,,,,,,,,,,,,,
11-02-023-00088-007520,,,,,,,,,,,,,,,,,,
11-02-023-00088-007521,,,,,,,,,,,,,,,,,,
11-02-023-00088-007522,,,,,,,,,,,,,,,,,,
11-02-023-00088-007523,,,,,,,,,,,,,,,,,,
11-02-023-00088-007524,,,,,,,,,,,,,,,,,,
11-02-023-00088-007525,,,,,,,,,,,,,,,,,,
11-02-023-00088-007526,,,,,,,,,,,,,,,,,,
11-02-023-00088-007527,,,,,,,,,,,,,,,,,,
11-02-023-00088-007528,,,,,,,,,,,,,,,,,,
11-02-023-00088-007529,,,,,,,,,,,,,,,,,,
11-02-023-00088-007530,,,,,,,,,,,,,,,,,,
11-02-023-00088-007531,,,,,,,,,,,,,,,,,,
11-02-023-00088-007533,,,,,,,,,,,,,,,,,,
11-02-023-00088-007534,,,,,,,,,,,,,,,,,,
11-02-023-00088-007535,,,,,,,,,,,,,,,,,,
11-02-023-00088-007536,,,,,,,,,,,,,,,,,,
11-02-023-00088-007537,,,,,,,,,,,,,,,,,,
11-02-023-00088-007538,,,,,,,,,,,,,,,,,,
11-02-023-00088-007539,,,,,,,,,,,,,,,,,,
11-02-023-00088-007540,,,,,,,,,,,,,,,,,,
11-02-023-00088-007541,,,,,,,,,,,,,,,,,,
11-02-023-00088-007542,,,,,,,,,,,,,,,,,,
11-02-023-00088-007543,,,,,,,,,,,,,,,,,,
11-02-023-00088-007544,,,,,,,,,,,,,,,,,,
11-02-023-00088-007545,,,,,,,,,,,,,,,,,,
11-02-023-00088-007546,,,,,,,,,,,,,,,,,,
11-02-023-00088-007547,,,,,,,,,,,,,,,,,,
11-02-023-00088-007548,,,,,,,,,,,,,,,,,,
11-02-023-00088-007550,,,,,,,,,,,,,,,,,,
11-02-023-00088-007551,,,,,,,,,,,,,,,,,,
11-02-023-00088-007552,,,,,,,,,,,,,,,,,,
11-02-023-00088-007553,,,,,,,,,,,,,,,,,,
11-02-023-00088-007554,,,,,,,,,,,,,,,,,,
11-02-023-00088-007556,,,,,,,,,,,,,,,,,,
11-02-023-00088-007557,,,,,,,,,,,,,,,,,,
11-02-023-00088-007558,,,,,,,,,,,,,,,,,,
11-02-023-00088-007559,,,,,,,,,,,,,,,,,,
11-02-023-00088-007560,,,,,,,,,,,,,,,,,,
11-02-023-00088-007561,,,,,,,,,,,,,,,,,,
11-02-023-00088-007562,,,,,,,,,,,,,,,,,,
11-02-023-00088-007563,,,,,,,,,,,,,,,,,,
11-02-023-00088-007564,,,,,,,,,,,,,,,,,,
11-02-023-00088-007565,,,,,,,,,,,,,,,,,,
11-02-023-00088-007566,,,,,,,,,,,,,,,,,,
11-02-023-00088-007567,,,,,,,,,,,,,,,,,,
11-02-023-00088-007568,,,,,,,,,,,,,,,,,,
11-02-023-00088-007569,,,,,,,,,,,,,,,,,,
11-02-023-00088-007570,,,,,,,,,,,,,,,,,,
11-02-023-00088-007571,,,,,,,,,,,,,,,,,,
11-02-023-00088-007572,,,,,,,,,,,,,,,,,,
11-02-023-00088-007573,,,,,,,,,,,,,,,,,,
11-02-023-00088-007574,,,,,,,,,,,,,,,,,,
11-02-023-00088-007575,,,,,,,,,,,,,,,,,,
11-02-023-00088-007576,,,,,,,,,,,,,,,,,,
11-02-023-00088-007577,,,,,,,,,,,,,,,,,,
11-02-023-00088-007578,,,,,,,,,,,,,,,,,,
11-02-023-00088-007579,,,,,,,,,,,,,,,,,,
11-02-023-00088-007580,,,,,,,,,,,,,,,,,,
11-02-023-00088-007581,,,,,,,,,,,,,,,,,,
11-02-023-00088-007582,,,,,,,,,,,,,,,,,,
11-02-023-00088-007583,,,,,,,,,,,,,,,,,,
11-02-023-00088-007584,,,,,,,,,,,,,,,,,,
11-02-023-00088-007585,,,,,,,,,,,,,,,,,,
11-02-023-00088-007586,,,,,,,,,,,,,,,,,,
11-02-023-00088-007587,,,,,,,,,,,,,,,,,,
11-02-023-00088-007589,,,,,,,,,,,,,,,,,,
11-02-023-00088-007590,,,,,,,,,,,,,,,,,,
11-02-023-00088-007591,,,,,,,,,,,,,,,,,,
11-02-023-00088-007592,,,,,,,,,,,,,,,,,,
11-02-023-00088-007593,,,,,,,,,,,,,,,,,,
11-02-023-00088-007594,,,,,,,,,,,,,,,,,,
11-02-023-00088-007596,,,,,,,,,,,,,,,,,,
11-02-023-00088-007597,,,,,,,,,,,,,,,,,,
11-02-023-00088-007598,,,,,,,,,,,,,,,,,,
11-02-023-00088-007602,,,,,,,,,,,,,,,,,,
11-02-023-00088-007603,,,,,,,,,,,,,,,,,,
11-02-023-00088-007604,,,,,,,,,,,,,,,,,,
11-02-023-00088-007605,,,,,,,,,,,,,,,,,,
11-02-023-00088-007606,,,,,,,,,,,,,,,,,,
11-02-023-00089-007608,,,,,,,,,,,,,,,,,,
11-02-023-00089-007609,,,,,,,,,,,,,,,,,,
11-02-023-00089-007610,,,,,,,,,,,,,,,,,,
11-02-023-00089-007612,,,,,,,,,,,,,,,,,,
11-02-023-00089-007613,,,,,,,,,,,,,,,,,,
11-02-023-00089-007614,,,,,,,,,,,,,,,,,,
11-02-023-00089-007615,,,,,,,,,,,,,,,,,,
11-02-023-00089-007617,,,,,,,,,,,,,,,,,,
11-02-023-00089-007618,,,,,,,,,,,,,,,,,,
11-02-023-00089-007619,,,,,,,,,,,,,,,,,,
11-02-023-00089-007620,,,,,,,,,,,,,,,,,,
11-02-023-00089-007621,,,,,,,,,,,,,,,,,,
11-02-023-00089-007622,,,,,,,,,,,,,,,,,,
11-02-023-00089-007623,,,,,,,,,,,,,,,,,,
11-02-023-00089-007624,,,,,,,,,,,,,,,,,,
11-02-023-00089-007625,,,,,,,,,,,,,,,,,,
11-02-023-00089-007626,,,,,,,,,,,,,,,,,,
11-02-023-00089-007628,,,,,,,,,,,,,,,,,,
11-02-023-00089-007629,,,,,,,,,,,,,,,,,,
11-02-023-00089-007630,,,,,,,,,,,,,,,,,,
11-02-023-00089-007631,,,,,,,,,,,,,,,,,,
11-02-023-00089-007632,,,,,,,,,,,,,,,,,,
11-02-023-00089-007633,,,,,,,,,,,,,,,,,,
11-02-023-00089-007634,,,,,,,,,,,,,,,,,,
11-02-023-00089-007635,,,,,,,,,,,,,,,,,,
11-02-023-00089-007636,,,,,,,,,,,,,,,,,,
11-02-023-00089-007637,,,,,,,,,,,,,,,,,,
11-02-023-00089-007638,,,,,,,,,,,,,,,,,,
11-02-023-00089-007640,,,,,,,,,,,,,,,,,,
11-02-023-00089-007641,,,,,,,,,,,,,,,,,,
11-02-023-00089-007642,,,,,,,,,,,,,,,,,,
11-02-023-00089-007643,,,,,,,,,,,,,,,,,,
11-02-023-00089-007644,,,,,,,,,,,,,,,,,,
11-02-023-00089-007645,,,,,,,,,,,,,,,,,,
11-02-023-00089-007646,,,,,,,,,,,,,,,,,,
11-02-023-00089-007647,,,,,,,,,,,,,,,,,,
11-02-023-00089-007648,,,,,,,,,,,,,,,,,,
11-02-023-00089-007649,,,,,,,,,,,,,,,,,,
11-02-023-00089-007650,,,,,,,,,,,,,,,,,,
11-02-023-00089-007651,,,,,,,,,,,,,,,,,,
11-02-023-00089-007652,,,,,,,,,,,,,,,,,,
11-02-023-00089-007653,,,,,,,,,,,,,,,,,,
11-02-023-00089-007654,,,,,,,,,,,,,,,,,,
11-02-023-00089-007655,,,,,,,,,,,,,,,,,,
11-02-023-00089-007656,,,,,,,,,,,,,,,,,,
11-02-023-00089-007657,,,,,,,,,,,,,,,,,,
11-02-023-00089-007658,,,,,,,,,,,,,,,,,,
11-02-023-00089-007662,,,,,,,,,,,,,,,,,,
11-02-023-00089-007665,,,,,,,,,,,,,,,,,,
11-02-023-00089-007666,,,,,,,,,,,,,,,,,,
11-02-023-00089-007667,,,,,,,,,,,,,,,,,,
11-02-023-00089-007668,,,,,,,,,,,,,,,,,,
11-02-023-00089-007669,,,,,,,,,,,,,,,,,,
11-02-023-00089-007670,,,,,,,,,,,,,,,,,,
11-02-023-00089-007671,,,,,,,,,,,,,,,,,,
11-02-023-00089-007672,,,,,,,,,,,,,,,,,,
11-02-023-00089-007674,,,,,,,,,,,,,,,,,,
11-02-023-00089-007676,,,,,,,,,,,,,,,,,,
11-02-023-00089-007677,,,,,,,,,,,,,,,,,,
11-02-023-00089-007678,,,,,,,,,,,,,,,,,,
11-02-023-00089-007680,,,,,,,,,,,,,,,,,,
11-02-023-00089-007682,,,,,,,,,,,,,,,,,,
11-02-023-00089-007683,,,,,,,,,,,,,,,,,,
11-02-023-00089-007684,,,,,,,,,,,,,,,,,,
11-02-023-00089-007686,,,,,,,,,,,,,,,,,,
11-02-023-00089-007687,,,,,,,,,,,,,,,,,,
11-02-023-00089-007688,,,,,,,,,,,,,,,,,,
11-02-023-00089-007689,,,,,,,,,,,,,,,,,,
11-02-023-00089-007690,,,,,,,,,,,,,,,,,,
11-02-023-00089-007691,,,,,,,,,,,,,,,,,,
11-02-023-00089-007693,,,,,,,,,,,,,,,,,,
11-02-023-00089-007694,,,,,,,,,,,,,,,,,,
11-02-023-00089-007695,,,,,,,,,,,,,,,,,,
11-02-023-00089-007696,,,,,,,,,,,,,,,,,,
11-02-023-00089-007697,,,,,,,,,,,,,,,,,,
11-02-023-00089-007698,,,,,,,,,,,,,,,,,,
11-02-023-00089-007700,,,,,,,,,,,,,,,,,,
11-02-023-00089-007701,,,,,,,,,,,,,,,,,,
11-02-023-00089-007702,,,,,,,,,,,,,,,,,,
11-02-023-00089-007703,,,,,,,,,,,,,,,,,,
11-02-023-00089-007704,,,,,,,,,,,,,,,,,,
11-02-023-00090-007705,,,,,,,,,,,,,,,,,,
11-02-023-00090-007706,,,,,,,,,,,,,,,,,,
11-02-023-00090-007707,,,,,,,,,,,,,,,,,,
11-02-023-00090-007708,,,,,,,,,,,,,,,,,,
11-02-023-00090-007709,,,,,,,,,,,,,,,,,,
11-02-023-00090-007710,,,,,,,,,,,,,,,,,,
11-02-023-00090-007711,,,,,,,,,,,,,,,,,,
11-02-023-00090-007712,,,,,,,,,,,,,,,,,,
11-02-023-00090-007713,,,,,,,,,,,,,,,,,,
11-02-023-00090-007714,,,,,,,,,,,,,,,,,,
11-02-023-00090-007715,,,,,,,,,,,,,,,,,,
11-02-023-00090-007716,,,,,,,,,,,,,,,,,,
11-02-023-00090-007717,,,,,,,,,,,,,,,,,,
11-02-023-00090-007718,,,,,,,,,,,,,,,,,,
11-02-023-00090-007719,,,,,,,,,,,,,,,,,,
11-02-023-00090-007720,,,,,,,,,,,,,,,,,,
11-02-023-00090-007721,,,,,,,,,,,,,,,,,,
11-02-023-00090-007722,,,,,,,,,,,,,,,,,,
11-02-023-00090-007723,,,,,,,,,,,,,,,,,,
11-02-023-00090-007724,,,,,,,,,,,,,,,,,,
11-02-023-00090-007725,,,,,,,,,,,,,,,,,,
11-02-023-00090-007726,,,,,,,,,,,,,,,,,,
11-02-023-00090-007728,,,,,,,,,,,,,,,,,,
11-02-023-00090-007729,,,,,,,,,,,,,,,,,,
11-02-023-00090-007730,,,,,,,,,,,,,,,,,,
11-02-023-00090-007731,,,,,,,,,,,,,,,,,,
11-02-023-00090-007732,,,,,,,,,,,,,,,,,,
11-02-023-00090-007733,,,,,,,,,,,,,,,,,,
11-02-023-00090-007734,,,,,,,,,,,,,,,,,,
11-02-023-00090-007735,,,,,,,,,,,,,,,,,,
11-02-023-00090-007736,,,,,,,,,,,,,,,,,,
11-02-023-00090-007738,,,,,,,,,,,,,,,,,,
11-02-023-00090-007739,,,,,,,,,,,,,,,,,,
11-02-023-00090-007740,,,,,,,,,,,,,,,,,,
11-02-023-00090-007741,,,,,,,,,,,,,,,,,,
11-02-023-00090-007742,,,,,,,,,,,,,,,,,,
11-02-023-00090-007743,,,,,,,,,,,,,,,,,,
11-02-023-00090-007744,,,,,,,,,,,,,,,,,,
11-02-023-00090-007745,,,,,,,,,,,,,,,,,,
11-02-023-00090-007746,,,,,,,,,,,,,,,,,,
11-02-023-00090-007747,,,,,,,,,,,,,,,,,,
11-02-023-00090-007748,,,,,,,,,,,,,,,,,,
11-02-023-00090-007749,,,,,,,,,,,,,,,,,,
11-02-023-00090-007750,,,,,,,,,,,,,,,,,,
11-02-023-00090-007751,,,,,,,,,,,,,,,,,,
11-02-023-00090-007752,,,,,,,,,,,,,,,,,,
11-02-023-00090-007753,,,,,,,,,,,,,,,,,,
11-02-023-00090-007754,,,,,,,,,,,,,,,,,,
11-02-023-00090-007755,,,,,,,,,,,,,,,,,,
11-02-023-00090-007756,,,,,,,,,,,,,,,,,,
11-02-023-00090-007757,,,,,,,,,,,,,,,,,,
11-02-023-00090-007758,,,,,,,,,,,,,,,,,,
11-02-023-00090-007759,,,,,,,,,,,,,,,,,,
11-02-023-00090-007760,,,,,,,,,,,,,,,,,,
11-02-023-00090-007761,,,,,,,,,,,,,,,,,,
11-02-023-00090-007762,,,,,,,,,,,,,,,,,,
11-02-023-00090-007763,,,,,,,,,,,,,,,,,,
11-02-023-00090-007764,,,,,,,,,,,,,,,,,,
11-02-023-00090-007765,,,,,,,,,,,,,,,,,,
11-02-023-00090-007766,,,,,,,,,,,,,,,,,,
11-02-023-00090-007767,,,,,,,,,,,,,,,,,,
11-02-023-00090-007768,,,,,,,,,,,,,,,,,,
11-02-023-00090-007769,,,,,,,,,,,,,,,,,,
11-02-023-00090-007770,,,,,,,,,,,,,,,,,,
11-02-023-00090-007771,,,,,,,,,,,,,,,,,,
11-02-023-00090-007772,,,,,,,,,,,,,,,,,,
11-02-023-00090-007773,,,,,,,,,,,,,,,,,,
11-02-023-00090-007774,,,,,,,,,,,,,,,,,,
11-02-023-00090-007775,,,,,,,,,,,,,,,,,,
