shrid2,road_award_date_new,road_award_date_upg,road_comp_date_new,road_comp_date_upg,road_comp_date_stip_new,road_comp_date_stip_upg,road_sanc_year_new,road_sanc_year_upg,road_length_new,road_length_upg,road_cost_new,road_cost_upg,road_cost_sanc_new,road_cost_sanc_upg,road_cost_state_new,road_cost_state_upg,road_name_new,road_name_upg
11-01-022-00082-006571,,,,,,,,,,,,,,,,,,
11-01-022-00082-006572,,,,,,,,,,,,,,,,,,
11-01-022-00082-006573,,,,,,,,,,,,,,,,,,
11-01-022-00082-006574,,,,,,,,,,,,,,,,,,
11-01-022-00082-006575,,,,,,,,,,,,,,,,,,
11-01-022-00082-006578,,,,,,,,,,,,,,,,,,
11-01-022-00082-006579,,,,,,,,,,,,,,,,,,
11-01-022-00082-006580,,,,,,,,,,,,,,,,,,
11-01-022-00082-006588,,,,,,,,,,,,,,,,,,
11-01-022-00082-006590,,,,,,,,,,,,,,,,,,
11-01-022-00082-006591,,,,,,,,,,,,,,,,,,
11-01-022-00082-006592,,,,,,,,,,,,,,,,,,
11-01-022-00082-006593,,,,,,,,,,,,,,,,,,
11-01-022-00082-006594,,,,,,,,,,,,,,,,,,
11-01-022-00082-006595,,,,,,,,,,,,,,,,,,
11-01-022-00082-006596,,,,,,,,,,,,,,,,,,
11-01-022-00082-006597,,,,,,,,,,,,,,,,,,
11-01-022-00082-006598,,,,,,,,,,,,,,,,,,
11-01-022-00082-006599,,,,,,,,,,,,,,,,,,
11-01-022-00082-006600,,,,,,,,,,,,,,,,,,
11-01-022-00082-006601,,,,,,,,,,,,,,,,,,
11-01-022-00082-006602,,,,,,,,,,,,,,,,,,
11-01-022-00082-006603,,,,,,,,,,,,,,,,,,
11-01-022-00082-006604,,,,,,,,,,,,,,,,,,
11-01-022-00082-006605,,,,,,,,,,,,,,,,,,
11-01-022-00082-006606,,,,,,,,,,,,,,,,,,
11-01-022-00082-006607,,,,,,,,,,,,,,,,,,
11-01-022-00082-006608,,,,,,,,,,,,,,,,,,
11-01-022-00082-006609,,,,,,,,,,,,,,,,,,
11-01-022-00082-006610,,,,,,,,,,,,,,,,,,
11-01-022-00082-006611,,,,,,,,,,,,,,,,,,
11-01-022-00082-006612,,,,,,,,,,,,,,,,,,
11-01-022-00082-006613,,,,,,,,,,,,,,,,,,
11-01-022-00082-006614,,,,,,,,,,,,,,,,,,
11-01-022-00082-006615,,,,,,,,,,,,,,,,,,
11-01-022-00082-006617,,,,,,,,,,,,,,,,,,
11-01-022-00082-006618,,,,,,,,,,,,,,,,,,
11-01-022-00082-006619,,,,,,,,,,,,,,,,,,
11-01-022-00082-006620,,,,,,,,,,,,,,,,,,
11-01-022-00082-006621,,,,,,,,,,,,,,,,,,
11-01-022-00082-006622,,,,,,,,,,,,,,,,,,
11-01-022-00082-006623,,,,,,,,,,,,,,,,,,
11-01-022-00082-006624,,,,,,,,,,,,,,,,,,
11-01-022-00082-006625,,,,,,,,,,,,,,,,,,
11-01-022-00082-006627,,,,,,,,,,,,,,,,,,
11-01-022-00082-006628,,,,,,,,,,,,,,,,,,
11-01-022-00082-006630,,,,,,,,,,,,,,,,,,
11-01-022-00082-006631,,,,,,,,,,,,,,,,,,
11-01-022-00082-006632,,,,,,,,,,,,,,,,,,
11-01-022-00082-006633,,,,,,,,,,,,,,,,,,
11-01-022-00082-006634,,,,,,,,,,,,,,,,,,
11-01-022-00082-006635,,,,,,,,,,,,,,,,,,
11-01-022-00082-006636,,,,,,,,,,,,,,,,,,
11-01-022-00082-006638,,,,,,,,,,,,,,,,,,
11-01-022-00082-006639,,,,,,,,,,,,,,,,,,
11-01-022-00082-006640,,,,,,,,,,,,,,,,,,
11-01-022-00082-006641,,,,,,,,,,,,,,,,,,
11-01-022-00082-006642,,,,,,,,,,,,,,,,,,
11-01-022-00082-006643,,,,,,,,,,,,,,,,,,
11-01-022-00082-006644,,,,,,,,,,,,,,,,,,
11-01-022-00082-006645,,,,,,,,,,,,,,,,,,
11-01-022-00082-006646,,,,,,,,,,,,,,,,,,
11-01-022-00082-006647,,,,,,,,,,,,,,,,,,
11-01-022-00082-006648,,,,,,,,,,,,,,,,,,
11-01-022-00082-006649,,,,,,,,,,,,,,,,,,
11-01-022-00082-006650,,,,,,,,,,,,,,,,,,
11-01-022-00082-006651,,,,,,,,,,,,,,,,,,
11-01-022-00082-006652,,,,,,,,,,,,,,,,,,
11-01-022-00082-006653,,,,,,,,,,,,,,,,,,
11-01-022-00082-006654,,,,,,,,,,,,,,,,,,
11-01-022-00082-006655,,,,,,,,,,,,,,,,,,
11-01-022-00082-006656,,,,,,,,,,,,,,,,,,
11-01-022-00082-006657,,,,,,,,,,,,,,,,,,
11-01-022-00082-006658,,,,,,,,,,,,,,,,,,
11-01-022-00082-006659,,,,,,,,,,,,,,,,,,
11-01-022-00082-006672,,,,,,,,,,,,,,,,,,
11-02-023-00083-006674,,,,,,,,,,,,,,,,,,
11-02-023-00083-006675,,,,,,,,,,,,,,,,,,
11-02-023-00083-006679,,,,,,,,,,,,,,,,,,
11-02-023-00083-006680,,,,,,,,,,,,,,,,,,
11-02-023-00083-006681,,,,,,,,,,,,,,,,,,
11-02-023-00083-006682,,,,,,,,,,,,,,,,,,
11-02-023-00083-006683,,,,,,,,,,,,,,,,,,
11-02-023-00083-006685,,,,,,,,,,,,,,,,,,
11-02-023-00083-006686,,,,,,,,,,,,,,,,,,
11-02-023-00083-006687,,,,,,,,,,,,,,,,,,
11-02-023-00083-006688,,,,,,,,,,,,,,,,,,
11-02-023-00083-006689,,,,,,,,,,,,,,,,,,
11-02-023-00083-006690,,,,,,,,,,,,,,,,,,
11-02-023-00083-006691,,,,,,,,,,,,,,,,,,
11-02-023-00083-006692,,,,,,,,,,,,,,,,,,
11-02-023-00083-006693,,,,,,,,,,,,,,,,,,
11-02-023-00083-006696,,,,,,,,,,,,,,,,,,
11-02-023-00083-006698,,,,,,,,,,,,,,,,,,
11-02-023-00083-006700,,,,,,,,,,,,,,,,,,
11-02-023-00083-006701,,,,,,,,,,,,,,,,,,
11-02-023-00083-006702,,,,,,,,,,,,,,,,,,
11-02-023-00083-006703,,,,,,,,,,,,,,,,,,
11-02-023-00083-006704,,,,,,,,,,,,,,,,,,
11-02-023-00083-006705,,,,,,,,,,,,,,,,,,
11-02-023-00083-006706,,,,,,,,,,,,,,,,,,
11-02-023-00083-006708,,,,,,,,,,,,,,,,,,
11-02-023-00083-006709,,,,,,,,,,,,,,,,,,
11-02-023-00083-006710,,,,,,,,,,,,,,,,,,
11-02-023-00083-006712,,,,,,,,,,,,,,,,,,
11-02-023-00083-006713,,,,,,,,,,,,,,,,,,
11-02-023-00083-006715,,,,,,,,,,,,,,,,,,
11-02-023-00083-006717,,,,,,,,,,,,,,,,,,
11-02-023-00083-006718,,,,,,,,,,,,,,,,,,
11-02-023-00083-006722,,,,,,,,,,,,,,,,,,
11-02-023-00083-006723,,,,,,,,,,,,,,,,,,
11-02-023-00083-006724,,,,,,,,,,,,,,,,,,
11-02-023-00083-006726,,,,,,,,,,,,,,,,,,
11-02-023-00083-006727,,,,,,,,,,,,,,,,,,
11-02-023-00083-006728,,,,,,,,,,,,,,,,,,
11-02-023-00083-006729,,,,,,,,,,,,,,,,,,
11-02-023-00083-006734,,,,,,,,,,,,,,,,,,
11-02-023-00083-006735,,,,,,,,,,,,,,,,,,
11-02-023-00083-006736,,,,,,,,,,,,,,,,,,
11-02-023-00083-006737,,,,,,,,,,,,,,,,,,
11-02-023-00083-006738,,,,,,,,,,,,,,,,,,
11-02-023-00083-006739,,,,,,,,,,,,,,,,,,
11-02-023-00083-006741,,,,,,,,,,,,,,,,,,
11-02-023-00083-006743,,,,,,,,,,,,,,,,,,
11-02-023-00083-006748,,,,,,,,,,,,,,,,,,
11-02-023-00083-006750,,,,,,,,,,,,,,,,,,
11-02-023-00083-006753,,,,,,,,,,,,,,,,,,
11-02-023-00083-006760,,,,,,,,,,,,,,,,,,
11-02-023-00083-006762,,,,,,,,,,,,,,,,,,
11-02-023-00083-006763,,,,,,,,,,,,,,,,,,
11-02-023-00083-006765,,,,,,,,,,,,,,,,,,
11-02-023-00083-006767,,,,,,,,,,,,,,,,,,
11-02-023-00083-006770,,,,,,,,,,,,,,,,,,
11-02-023-00083-006774,,,,,,,,,,,,,,,,,,
11-02-023-00083-006777,,,,,,,,,,,,,,,,,,
11-02-023-00084-006781,,,,,,,,,,,,,,,,,,
11-02-023-00084-006787,,,,,,,,,,,,,,,,,,
11-02-023-00084-006789,,,,,,,,,,,,,,,,,,
11-02-023-00084-006792,,,,,,,,,,,,,,,,,,
11-02-023-00084-006794,,,,,,,,,,,,,,,,,,
11-02-023-00084-006796,,,,,,,,,,,,,,,,,,
11-02-023-00084-006797,,,,,,,,,,,,,,,,,,
11-02-023-00084-006798,,,,,,,,,,,,,,,,,,
11-02-023-00084-006800,,,,,,,,,,,,,,,,,,
11-02-023-00084-006801,,,,,,,,,,,,,,,,,,
11-02-023-00084-006802,,,,,,,,,,,,,,,,,,
11-02-023-00084-006803,,,,,,,,,,,,,,,,,,
11-02-023-00084-006807,,,,,,,,,,,,,,,,,,
11-02-023-00084-006808,,,,,,,,,,,,,,,,,,
11-02-023-00084-006809,,,,,,,,,,,,,,,,,,
11-02-023-00084-006811,,,,,,,,,,,,,,,,,,
11-02-023-00084-006812,,,,,,,,,,,,,,,,,,
11-02-023-00084-006813,,,,,,,,,,,,,,,,,,
11-02-023-00084-006814,,,,,,,,,,,,,,,,,,
11-02-023-00084-006815,,,,,,,,,,,,,,,,,,
11-02-023-00084-006817,,,,,,,,,,,,,,,,,,
11-02-023-00084-006823,,,,,,,,,,,,,,,,,,
11-02-023-00084-006825,,,,,,,,,,,,,,,,,,
11-02-023-00084-006826,,,,,,,,,,,,,,,,,,
11-02-023-00084-006827,,,,,,,,,,,,,,,,,,
11-02-023-00084-006828,,,,,,,,,,,,,,,,,,
11-02-023-00084-006830,,,,,,,,,,,,,,,,,,
11-02-023-00084-006832,,,,,,,,,,,,,,,,,,
11-02-023-00084-006833,,,,,,,,,,,,,,,,,,
11-02-023-00084-006835,,,,,,,,,,,,,,,,,,
11-02-023-00084-006836,,,,,,,,,,,,,,,,,,
11-02-023-00084-006838,,,,,,,,,,,,,,,,,,
11-02-023-00084-006846,,,,,,,,,,,,,,,,,,
11-02-023-00084-006851,,,,,,,,,,,,,,,,,,
11-02-023-00084-006856,,,,,,,,,,,,,,,,,,
11-02-023-00084-006859,,,,,,,,,,,,,,,,,,
11-02-023-00084-006860,,,,,,,,,,,,,,,,,,
11-02-023-00084-006861,,,,,,,,,,,,,,,,,,
11-02-023-00084-006862,,,,,,,,,,,,,,,,,,
11-02-023-00084-006863,,,,,,,,,,,,,,,,,,
11-02-023-00084-006865,,,,,,,,,,,,,,,,,,
11-02-023-00084-006866,,,,,,,,,,,,,,,,,,
11-02-023-00084-006867,,,,,,,,,,,,,,,,,,
11-02-023-00084-006868,,,,,,,,,,,,,,,,,,
11-02-023-00084-006869,,,,,,,,,,,,,,,,,,
11-02-023-00084-006870,,,,,,,,,,,,,,,,,,
11-02-023-00084-006871,,,,,,,,,,,,,,,,,,
11-02-023-00084-006873,,,,,,,,,,,,,,,,,,
11-02-023-00084-006874,,,,,,,,,,,,,,,,,,
11-02-023-00084-006875,,,,,,,,,,,,,,,,,,
11-02-023-00084-006876,,,,,,,,,,,,,,,,,,
11-02-023-00084-006877,,,,,,,,,,,,,,,,,,
11-02-023-00084-006878,,,,,,,,,,,,,,,,,,
11-02-023-00084-006879,,,,,,,,,,,,,,,,,,
11-02-023-00084-006880,,,,,,,,,,,,,,,,,,
11-02-023-00084-006881,,,,,,,,,,,,,,,,,,
11-02-023-00084-006883,,,,,,,,,,,,,,,,,,
11-02-023-00084-006886,,,,,,,,,,,,,,,,,,
11-02-023-00084-006888,,,,,,,,,,,,,,,,,,
11-02-023-00084-006889,,,,,,,,,,,,,,,,,,
11-02-023-00084-006890,,,,,,,,,,,,,,,,,,
11-02-023-00084-006891,,,,,,,,,,,,,,,,,,
11-02-023-00084-006892,,,,,,,,,,,,,,,,,,
11-02-023-00084-006893,,,,,,,,,,,,,,,,,,
11-02-023-00084-006894,,,,,,,,,,,,,,,,,,
11-02-023-00084-006895,,,,,,,,,,,,,,,,,,
11-02-023-00084-006896,,,,,,,,,,,,,,,,,,
11-02-023-00084-006897,,,,,,,,,,,,,,,,,,
11-02-023-00084-006898,,,,,,,,,,,,,,,,,,
11-02-023-00084-006899,,,,,,,,,,,,,,,,,,
11-02-023-00084-006900,,,,,,,,,,,,,,,,,,
11-02-023-00084-006901,,,,,,,,,,,,,,,,,,
11-02-023-00084-006902,,,,,,,,,,,,,,,,,,
11-02-023-00084-006905,,,,,,,,,,,,,,,,,,
11-02-023-00084-006906,,,,,,,,,,,,,,,,,,
11-02-023-00084-006907,,,,,,,,,,,,,,,,,,
11-02-023-00084-006909,,,,,,,,,,,,,,,,,,
11-02-023-00084-006910,,,,,,,,,,,,,,,,,,
11-02-023-00084-006911,,,,,,,,,,,,,,,,,,
11-02-023-00084-006912,,,,,,,,,,,,,,,,,,
11-02-023-00084-006913,,,,,,,,,,,,,,,,,,
11-02-023-00084-006914,,,,,,,,,,,,,,,,,,
11-02-023-00084-006915,,,,,,,,,,,,,,,,,,
11-02-023-00084-006916,,,,,,,,,,,,,,,,,,
11-02-023-00084-006918,,,,,,,,,,,,,,,,,,
11-02-023-00084-006923,,,,,,,,,,,,,,,,,,
11-02-023-00084-006925,,,,,,,,,,,,,,,,,,
11-02-023-00084-006926,,,,,,,,,,,,,,,,,,
11-02-023-00084-006927,,,,,,,,,,,,,,,,,,
11-02-023-00084-006930,,,,,,,,,,,,,,,,,,
11-02-023-00084-006931,,,,,,,,,,,,,,,,,,
11-02-023-00084-006932,,,,,,,,,,,,,,,,,,
11-02-023-00084-006933,,,,,,,,,,,,,,,,,,
11-02-023-00084-006934,,,,,,,,,,,,,,,,,,
11-02-023-00084-006935,,,,,,,,,,,,,,,,,,
11-02-023-00084-006936,,,,,,,,,,,,,,,,,,
11-02-023-00084-006937,,,,,,,,,,,,,,,,,,
11-02-023-00084-006938,,,,,,,,,,,,,,,,,,
11-02-023-00084-006939,,,,,,,,,,,,,,,,,,
11-02-023-00084-006941,,,,,,,,,,,,,,,,,,
11-02-023-00084-006942,,,,,,,,,,,,,,,,,,
11-02-023-00084-006943,,,,,,,,,,,,,,,,,,
11-02-023-00084-006952,,,,,,,,,,,,,,,,,,
11-02-023-00084-006953,,,,,,,,,,,,,,,,,,
11-02-023-00084-006954,,,,,,,,,,,,,,,,,,
11-02-023-00084-006955,,,,,,,,,,,,,,,,,,
11-02-023-00084-006958,,,,,,,,,,,,,,,,,,
11-02-023-00084-006959,,,,,,,,,,,,,,,,,,
11-02-023-00084-006960,,,,,,,,,,,,,,,,,,
11-02-023-00084-006961,,,,,,,,,,,,,,,,,,
11-02-023-00084-006963,,,,,,,,,,,,,,,,,,
11-02-023-00084-006964,,,,,,,,,,,,,,,,,,
11-02-023-00084-006966,,,,,,,,,,,,,,,,,,
11-02-023-00084-006971,,,,,,,,,,,,,,,,,,
11-02-023-00084-006972,,,,,,,,,,,,,,,,,,
11-02-023-00084-006974,,,,,,,,,,,,,,,,,,
11-02-023-00084-006975,,,,,,,,,,,,,,,,,,
11-02-023-00084-006976,,,,,,,,,,,,,,,,,,
11-02-023-00084-006977,,,,,,,,,,,,,,,,,,
11-02-023-00084-006978,,,,,,,,,,,,,,,,,,
11-02-023-00084-006979,,,,,,,,,,,,,,,,,,
11-02-023-00084-006980,,,,,,,,,,,,,,,,,,
11-02-023-00084-006981,,,,,,,,,,,,,,,,,,
11-02-023-00084-006982,,,,,,,,,,,,,,,,,,
11-02-023-00084-006983,,,,,,,,,,,,,,,,,,
11-02-023-00084-006984,,,,,,,,,,,,,,,,,,
11-02-023-00084-006986,,,,,,,,,,,,,,,,,,
11-02-023-00084-006988,,,,,,,,,,,,,,,,,,
11-02-023-00084-006989,,,,,,,,,,,,,,,,,,
11-02-023-00084-006990,,,,,,,,,,,,,,,,,,
11-02-023-00084-006991,,,,,,,,,,,,,,,,,,
11-02-023-00084-006992,,,,,,,,,,,,,,,,,,
11-02-023-00084-006993,,,,,,,,,,,,,,,,,,
11-02-023-00084-006994,,,,,,,,,,,,,,,,,,
11-02-023-00084-006996,,,,,,,,,,,,,,,,,,
11-02-023-00084-006997,,,,,,,,,,,,,,,,,,
11-02-023-00084-006998,,,,,,,,,,,,,,,,,,
11-02-023-00084-006999,,,,,,,,,,,,,,,,,,
11-02-023-00084-007000,,,,,,,,,,,,,,,,,,
11-02-023-00084-007001,,,,,,,,,,,,,,,,,,
11-02-023-00084-007002,,,,,,,,,,,,,,,,,,
11-02-023-00084-007003,,,,,,,,,,,,,,,,,,
11-02-023-00084-007004,,,,,,,,,,,,,,,,,,
11-02-023-00084-007005,,,,,,,,,,,,,,,,,,
11-02-023-00084-007006,,,,,,,,,,,,,,,,,,
11-02-023-00084-007007,,,,,,,,,,,,,,,,,,
11-02-023-00084-007008,,,,,,,,,,,,,,,,,,
11-02-023-00084-007012,,,,,,,,,,,,,,,,,,
11-02-023-00084-007015,,,,,,,,,,,,,,,,,,
11-02-023-00084-007016,,,,,,,,,,,,,,,,,,
11-02-023-00084-007019,,,,,,,,,,,,,,,,,,
11-02-023-00084-007020,,,,,,,,,,,,,,,,,,
11-02-023-00084-007021,,,,,,,,,,,,,,,,,,
11-02-023-00084-007022,,,,,,,,,,,,,,,,,,
11-02-023-00084-007023,,,,,,,,,,,,,,,,,,
11-02-023-00084-007025,,,,,,,,,,,,,,,,,,
11-02-023-00084-007026,,,,,,,,,,,,,,,,,,
11-02-023-00084-007031,,,,,,,,,,,,,,,,,,
11-02-023-00084-007032,,,,,,,,,,,,,,,,,,
11-02-023-00084-007033,,,,,,,,,,,,,,,,,,
11-02-023-00084-007036,,,,,,,,,,,,,,,,,,
11-02-023-00084-007037,,,,,,,,,,,,,,,,,,
11-02-023-00084-007038,,,,,,,,,,,,,,,,,,
11-02-023-00084-007039,,,,,,,,,,,,,,,,,,
11-02-023-00084-007040,,,,,,,,,,,,,,,,,,
11-02-023-00084-007041,,,,,,,,,,,,,,,,,,
11-02-023-00084-007042,,,,,,,,,,,,,,,,,,
11-02-023-00084-007046,,,,,,,,,,,,,,,,,,
11-02-023-00084-007047,,,,,,,,,,,,,,,,,,
11-02-023-00084-007048,,,,,,,,,,,,,,,,,,
11-02-023-00084-007056,,,,,,,,,,,,,,,,,,
11-02-023-00084-007057,,,,,,,,,,,,,,,,,,
11-02-023-00084-007059,,,,,,,,,,,,,,,,,,
11-02-023-00084-007060,,,,,,,,,,,,,,,,,,
11-02-023-00084-007061,,,,,,,,,,,,,,,,,,
11-02-023-00084-007062,,,,,,,,,,,,,,,,,,
11-02-023-00084-007063,,,,,,,,,,,,,,,,,,
11-02-023-00084-007066,,,,,,,,,,,,,,,,,,
11-02-023-00084-007067,,,,,,,,,,,,,,,,,,
11-02-023-00084-007068,,,,,,,,,,,,,,,,,,
11-02-023-00084-007069,,,,,,,,,,,,,,,,,,
11-02-023-00084-007070,,,,,,,,,,,,,,,,,,
11-02-023-00084-007072,,,,,,,,,,,,,,,,,,
11-02-023-00084-007074,,,,,,,,,,,,,,,,,,
11-02-023-00084-007077,,,,,,,,,,,,,,,,,,
11-02-023-00084-007078,,,,,,,,,,,,,,,,,,
11-02-023-00084-007080,,,,,,,,,,,,,,,,,,
11-02-023-00084-007081,,,,,,,,,,,,,,,,,,
11-02-023-00084-007082,,,,,,,,,,,,,,,,,,
11-02-023-00084-007084,,,,,,,,,,,,,,,,,,
11-02-023-00084-007087,,,,,,,,,,,,,,,,,,
11-02-023-00084-007088,,,,,,,,,,,,,,,,,,
11-02-023-00084-007089,,,,,,,,,,,,,,,,,,
11-02-023-00084-007090,,,,,,,,,,,,,,,,,,
11-02-023-00085-007101,,,,,,,,,,,,,,,,,,
11-02-023-00085-007108,,,,,,,,,,,,,,,,,,
11-02-023-00085-007112,,,,,,,,,,,,,,,,,,
11-02-023-00085-007119,,,,,,,,,,,,,,,,,,
11-02-023-00085-007125,,,,,,,,,,,,,,,,,,
11-02-023-00085-007126,,,,,,,,,,,,,,,,,,
11-02-023-00085-007130,,,,,,,,,,,,,,,,,,
11-02-023-00085-007132,,,,,,,,,,,,,,,,,,
11-02-023-00085-007133,,,,,,,,,,,,,,,,,,
11-02-023-00085-007139,,,,,,,,,,,,,,,,,,
11-02-023-00085-007140,,,,,,,,,,,,,,,,,,
11-02-023-00085-007141,,,,,,,,,,,,,,,,,,
11-02-023-00085-007147,,,,,,,,,,,,,,,,,,
11-02-023-00085-007148,,,,,,,,,,,,,,,,,,
11-02-023-00085-007149,,,,,,,,,,,,,,,,,,
11-02-023-00085-007150,,,,,,,,,,,,,,,,,,
11-02-023-00085-007151,,,,,,,,,,,,,,,,,,
11-02-023-00085-007155,,,,,,,,,,,,,,,,,,
11-02-023-00085-007157,,,,,,,,,,,,,,,,,,
11-02-023-00085-007158,,,,,,,,,,,,,,,,,,
11-02-023-00085-007159,,,,,,,,,,,,,,,,,,
11-02-023-00085-007160,,,,,,,,,,,,,,,,,,
11-02-023-00085-007161,,,,,,,,,,,,,,,,,,
11-02-023-00085-007162,,,,,,,,,,,,,,,,,,
11-02-023-00085-007165,,,,,,,,,,,,,,,,,,
11-02-023-00085-007166,,,,,,,,,,,,,,,,,,
11-02-023-00085-007167,,,,,,,,,,,,,,,,,,
11-02-023-00085-007168,,,,,,,,,,,,,,,,,,
11-02-023-00085-007169,,,,,,,,,,,,,,,,,,
11-02-023-00085-007170,,,,,,,,,,,,,,,,,,
11-02-023-00085-007171,,,,,,,,,,,,,,,,,,
11-02-023-00085-007172,,,,,,,,,,,,,,,,,,
11-02-023-00085-007173,,,,,,,,,,,,,,,,,,
11-02-023-00085-007174,,,,,,,,,,,,,,,,,,
11-02-023-00085-007175,,,,,,,,,,,,,,,,,,
11-02-023-00085-007176,,,,,,,,,,,,,,,,,,
11-02-023-00085-007178,,,,,,,,,,,,,,,,,,
11-02-023-00085-007179,,,,,,,,,,,,,,,,,,
11-02-023-00085-007180,,,,,,,,,,,,,,,,,,
11-02-023-00085-007181,,,,,,,,,,,,,,,,,,
11-02-023-00085-007182,,,,,,,,,,,,,,,,,,
11-02-023-00085-007183,,,,,,,,,,,,,,,,,,
11-02-023-00085-007184,,,,,,,,,,,,,,,,,,
11-02-023-00085-007185,,,,,,,,,,,,,,,,,,
11-02-023-00085-007186,,,,,,,,,,,,,,,,,,
11-02-023-00085-007187,,,,,,,,,,,,,,,,,,
11-02-023-00085-007188,,,,,,,,,,,,,,,,,,
11-02-023-00085-007189,,,,,,,,,,,,,,,,,,
11-02-023-00085-007190,,,,,,,,,,,,,,,,,,
11-02-023-00085-007191,,,,,,,,,,,,,,,,,,
11-02-023-00085-007192,,,,,,,,,,,,,,,,,,
11-02-023-00085-007193,,,,,,,,,,,,,,,,,,
11-02-023-00085-007194,,,,,,,,,,,,,,,,,,
11-02-023-00085-007195,,,,,,,,,,,,,,,,,,
11-02-023-00085-007196,,,,,,,,,,,,,,,,,,
11-02-023-00085-007197,,,,,,,,,,,,,,,,,,
11-02-023-00085-007198,,,,,,,,,,,,,,,,,,
11-02-023-00085-007199,,,,,,,,,,,,,,,,,,
11-02-023-00085-007200,,,,,,,,,,,,,,,,,,
11-02-023-00085-007201,,,,,,,,,,,,,,,,,,
11-02-023-00085-007202,,,,,,,,,,,,,,,,,,
11-02-023-00085-007203,,,,,,,,,,,,,,,,,,
11-02-023-00085-007204,,,,,,,,,,,,,,,,,,
11-02-023-00085-007205,,,,,,,,,,,,,,,,,,
11-02-023-00085-007206,,,,,,,,,,,,,,,,,,
11-02-023-00085-007207,,,,,,,,,,,,,,,,,,
11-02-023-00085-007208,,,,,,,,,,,,,,,,,,
11-02-023-00085-007209,,,,,,,,,,,,,,,,,,
11-02-023-00085-007210,,,,,,,,,,,,,,,,,,
11-02-023-00085-007211,,,,,,,,,,,,,,,,,,
11-02-023-00085-007212,,,,,,,,,,,,,,,,,,
11-02-023-00085-007213,,,,,,,,,,,,,,,,,,
11-02-023-00085-007215,,,,,,,,,,,,,,,,,,
11-02-023-00085-007216,,,,,,,,,,,,,,,,,,
11-02-023-00085-007218,,,,,,,,,,,,,,,,,,
11-02-023-00085-007219,,,,,,,,,,,,,,,,,,
11-02-023-00085-007220,,,,,,,,,,,,,,,,,,
11-02-023-00085-007221,,,,,,,,,,,,,,,,,,
11-02-023-00085-007222,,,,,,,,,,,,,,,,,,
11-02-023-00085-007223,,,,,,,,,,,,,,,,,,
11-02-023-00085-007224,,,,,,,,,,,,,,,,,,
11-02-023-00085-007225,,,,,,,,,,,,,,,,,,
11-02-023-00085-007226,,,,,,,,,,,,,,,,,,
11-02-023-00085-007227,,,,,,,,,,,,,,,,,,
11-02-023-00085-007228,,,,,,,,,,,,,,,,,,
11-02-023-00085-007229,,,,,,,,,,,,,,,,,,
11-02-023-00085-007230,,,,,,,,,,,,,,,,,,
11-02-023-00085-007231,,,,,,,,,,,,,,,,,,
11-02-023-00085-007232,,,,,,,,,,,,,,,,,,
11-02-023-00085-007233,,,,,,,,,,,,,,,,,,
11-02-023-00085-007234,,,,,,,,,,,,,,,,,,
11-02-023-00085-007235,,,,,,,,,,,,,,,,,,
11-02-023-00085-007236,,,,,,,,,,,,,,,,,,
11-02-023-00085-007237,,,,,,,,,,,,,,,,,,
11-02-023-00085-007238,,,,,,,,,,,,,,,,,,
11-02-023-00085-007239,,,,,,,,,,,,,,,,,,
11-02-023-00085-007240,,,,,,,,,,,,,,,,,,
11-02-023-00085-007241,,,,,,,,,,,,,,,,,,
11-02-023-00085-007242,,,,,,,,,,,,,,,,,,
11-02-023-00085-007243,,,,,,,,,,,,,,,,,,
11-02-023-00085-007244,,,,,,,,,,,,,,,,,,
11-02-023-00085-007245,,,,,,,,,,,,,,,,,,
11-02-023-00085-007246,,,,,,,,,,,,,,,,,,
11-02-023-00085-007247,,,,,,,,,,,,,,,,,,
11-02-023-00085-007248,,,,,,,,,,,,,,,,,,
11-02-023-00085-007250,,,,,,,,,,,,,,,,,,
11-02-023-00085-007251,,,,,,,,,,,,,,,,,,
11-02-023-00085-007252,,,,,,,,,,,,,,,,,,
11-02-023-00085-007253,,,,,,,,,,,,,,,,,,
11-02-023-00085-007254,,,,,,,,,,,,,,,,,,
11-02-023-00085-007255,,,,,,,,,,,,,,,,,,
11-02-023-00085-007256,,,,,,,,,,,,,,,,,,
11-02-023-00085-007257,,,,,,,,,,,,,,,,,,
11-02-023-00085-007258,,,,,,,,,,,,,,,,,,
11-02-023-00085-007259,,,,,,,,,,,,,,,,,,
11-02-023-00085-007260,,,,,,,,,,,,,,,,,,
11-02-023-00085-007261,,,,,,,,,,,,,,,,,,
11-02-023-00085-007262,,,,,,,,,,,,,,,,,,
11-02-023-00085-007263,,,,,,,,,,,,,,,,,,
11-02-023-00085-007264,,,,,,,,,,,,,,,,,,
11-02-023-00085-007265,,,,,,,,,,,,,,,,,,
11-02-023-00085-007266,,,,,,,,,,,,,,,,,,
11-02-023-00085-007267,,,,,,,,,,,,,,,,,,
11-02-023-00085-007268,,,,,,,,,,,,,,,,,,
11-02-023-00086-007269,,,,,,,,,,,,,,,,,,
11-02-023-00086-007270,,,,,,,,,,,,,,,,,,
11-02-023-00086-007271,,,,,,,,,,,,,,,,,,
11-02-023-00086-007272,,,,,,,,,,,,,,,,,,
11-02-023-00086-007274,,,,,,,,,,,,,,,,,,
11-02-023-00086-007275,,,,,,,,,,,,,,,,,,
11-02-023-00086-007276,,,,,,,,,,,,,,,,,,
11-02-023-00086-007277,,,,,,,,,,,,,,,,,,
